Unnamed: 0,char,dialog,movie,dialog_length,word_count,sentiment,confidence,dominant_topic,topic_label
1219,MADRIL,"The Orcs are lying low.  The garrison may have moved out.  We've sent     scouts to Cair Andros.  If the Orcs attack from the North, we'll have some     warning.   ",The Return of the King ,164.0,28.0,NEGATIVE,0.996982991695404,Topic 2,Friendship & Loyalty
1220,GOTHMOG,Quiet.    ,The Return of the King ,10.0,1.0,NEGATIVE,0.9971055388450624,Topic 1,War & Battle
1221,SOLDIER,We need 10 more.   ,The Return of the King ,19.0,4.0,NEGATIVE,0.9940603375434875,Topic 3,The Ring & Power
1222,EOWYN,  No.      ,The Return of the King ,11.0,1.0,NEGATIVE,0.997288942337036,Topic 1,War & Battle
1223,THEODEN,"     I go to my fathers, in whose mighty company; I shall not now feel ashamed.      ",The Return of the King ,85.0,15.0,POSITIVE,0.9990125894546508,Topic 4,Journey & Quest
1224,THEODEN,     Eowyn.      ,The Return of the King ,17.0,1.0,POSITIVE,0.8920648097991943,Topic 3,The Ring & Power
1225,KING OF THE DEAD,  Release us!      ,The Return of the King ,19.0,2.0,POSITIVE,0.986729621887207,Topic 5,Fear & Danger
1226,GIMLI,"  Bad idea!  Very handy in a tight spot these lads, despite the fact they're dead.     ",The Return of the King ,87.0,15.0,POSITIVE,0.9626590609550476,Topic 6,Hope & Courage
1227,KING OF THE DEAD,  You gave us your word!      ,The Return of the King ,30.0,5.0,POSITIVE,0.9993048906326294,Topic 3,The Ring & Power
1228,ARAGORN,  I hold your oath fulfilled.  Go.  Be at peace.     ,The Return of the King ,53.0,9.0,POSITIVE,0.9940800070762634,Topic 7,Death & Sacrifice
1229,PIPPIN,  Merry!     ,The Return of the King ,13.0,1.0,POSITIVE,0.999808132648468,Topic 2,Friendship & Loyalty
1230,EOMER,  Nooooo!      ,The Return of the King ,15.0,1.0,NEGATIVE,0.6183547377586365,Topic 1,War & Battle
1231,EOMER,  Nooooooo!  Noooooo!      ,The Return of the King ,27.0,2.0,NEGATIVE,0.9883018136024476,Topic 1,War & Battle
1232,FRODO,"Lead the way, Smeagol. ",The Two Towers ,23.0,4.0,POSITIVE,0.7198808789253235,Topic 1,War & Battle
1233,GOLLUM,Good Smeagol always helps. ,The Two Towers ,27.0,4.0,POSITIVE,0.9997984766960144,Topic 2,Friendship & Loyalty
1234,MERRY,Hello?Treebeard?Where has he gone? ,The Two Towers ,35.0,4.0,NEGATIVE,0.9974502921104432,Topic 3,The Ring & Power
1235,PIPPIN,I had the loveliest dream last night.There was this large barrelfull of pipe-weed.And we smoked all of it.And then......you were sick.I'd give anything for a whiff of Old Toby. ,The Two Towers ,177.0,29.0,NEGATIVE,0.9968668818473816,Topic 1,War & Battle
1236,MERRY,Did you hear that?There it is again.Something's not right here.Not right at all. ,The Two Towers ,81.0,13.0,NEGATIVE,0.999637246131897,Topic 2,Friendship & Loyalty
1237,MERRY,You just said something...Treeish. ,The Two Towers ,35.0,4.0,NEGATIVE,0.9870054721832277,Topic 6,Hope & Courage
1238,PIPPIN,"No, I didn't. I was just stretching. ",The Two Towers ,37.0,7.0,NEGATIVE,0.9623769521713256,Topic 2,Friendship & Loyalty
1239,MERRY,You're taller. ,The Two Towers ,15.0,2.0,POSITIVE,0.9992275238037108,Topic 1,War & Battle
1240,PIPPIN,Who? ,The Two Towers ,5.0,1.0,NEGATIVE,0.9950921535491944,Topic 1,War & Battle
1241,MERRY,You! ,The Two Towers ,5.0,1.0,POSITIVE,0.9997695088386536,Topic 1,War & Battle
1242,PIPPIN,Than what? ,The Two Towers ,11.0,2.0,NEGATIVE,0.9701169729232788,Topic 1,War & Battle
1243,MERRY,Than me! ,The Two Towers ,9.0,2.0,POSITIVE,0.9975505471229552,Topic 1,War & Battle
1244,PIPPIN,I've always been taller than you. ,The Two Towers ,34.0,6.0,POSITIVE,0.999545395374298,Topic 4,Journey & Quest
1245,MERRY,"Pippin, everyone knows I'm the tall one.You're the short one. ",The Two Towers ,62.0,10.0,POSITIVE,0.999362289905548,Topic 8,Home & Peace
1246,PIPPIN,"Please, Merry.You're what? Three-foot-six? At the most?Whereas me, I'm pushing 3'7"". ,3'8""! ",The Two Towers ,92.0,12.0,NEGATIVE,0.9535794854164124,Topic 2,Friendship & Loyalty
1247,SHAGRAT,"  It's going to the Great Eye, along with everything else.      ",The Return of the King ,64.0,10.0,POSITIVE,0.9997158646583556,Topic 8,Home & Peace
1248,GORBAG,  I don't take orders from stinking Morgul-rats!      ,The Return of the King ,54.0,7.0,NEGATIVE,0.9988763928413392,Topic 3,The Ring & Power
1249,SHAGRAT,  You touch it and I'll stick this blade in your gut!     ,The Return of the King ,58.0,11.0,POSITIVE,0.9959079027175904,Topic 4,Journey & Quest
1250,GORBAG,     The scum tried to knife me.  Kill him!      ,The Return of the King ,49.0,8.0,NEGATIVE,0.9990414977073668,Topic 5,Fear & Danger
1251,SAM,  That's for Frodo!     ,The Return of the King ,24.0,3.0,POSITIVE,0.998715043067932,Topic 8,Home & Peace
1252,SAM,  And the Shire!     ,The Return of the King ,21.0,3.0,POSITIVE,0.9794787764549256,Topic 8,Home & Peace
1253,SAM,  And that's for my old gaffer!     ,The Return of the King ,36.0,6.0,POSITIVE,0.9987713694572448,Topic 1,War & Battle
1254,SHAGRAT,  Stop your squealing you dunghill rat!      ,The Return of the King ,45.0,6.0,NEGATIVE,0.9949136972427368,Topic 5,Fear & Danger
1255,SHAGRAT,  I'm gonna bleed you like a stuck pig!      ,The Return of the King ,45.0,8.0,NEGATIVE,0.999550998210907,Topic 7,Death & Sacrifice
1256,SAM,  Not if I stick you first!      ,The Return of the King ,33.0,6.0,NEGATIVE,0.9895182251930236,Topic 3,The Ring & Power
1257,FRODO,  Sam!      ,The Return of the King ,12.0,1.0,POSITIVE,0.9991631507873536,Topic 3,The Ring & Power
1258,FRODO,"  Oh Sam, I'm so sorry.  Sorry for everything.     ",The Return of the King ,51.0,8.0,NEGATIVE,0.9994847774505616,Topic 7,Death & Sacrifice
1259,SAM,  Let's get you out of here.      ,The Return of the King ,34.0,6.0,NEGATIVE,0.8816184401512146,Topic 2,Friendship & Loyalty
1260,ARAGORN,Rohan.Home of the Horse-lords.There's something strange at work here.Some evil gives speedto these creatures.Sets its will against us.,The Two Towers ,134.0,18.0,POSITIVE,0.9222856163978576,Topic 2,Friendship & Loyalty
1261,ARAGORN,Legolas! What do your Elf-eyes see?,The Two Towers ,35.0,6.0,POSITIVE,0.9803009629249572,Topic 7,Death & Sacrifice
1262,LEGOLAS,The Uruks turn northeast.They are taking the Hobbits to lsengard.,The Two Towers ,65.0,10.0,POSITIVE,0.9869444966316224,Topic 6,Hope & Courage
1263,ARAGORN,Saruman.,The Two Towers ,8.0,1.0,POSITIVE,0.9530178308486938,Topic 6,Hope & Courage
1264,SARUMAN VOICE OVER,The world is changing.Who now has the strength to standagainst the armies of Isengard......and Mordor?To stand against the might of Sauronand Saruman......and the union of the two towers?,The Two Towers ,187.0,28.0,POSITIVE,0.9825316667556764,Topic 6,Hope & Courage
1265,SARUMAN VOICE OVER,"Together, my Lord Sauron...... we shall rule this Middle-earth. ",The Two Towers ,64.0,9.0,POSITIVE,0.9950331449508668,Topic 3,The Ring & Power
1266,SARUMAN VOICE OVER ,The Old World will burnin the fires of industry.The forests will fall.A new order will rise.We will drive the machine of warwith the sword and the spear...... and the iron fists of the Orc. We have only     to remove those who oppose us. ,The Two Towers ,238.0,43.0,POSITIVE,0.9735236763954164,Topic 2,Friendship & Loyalty
1267,SARUMAN,I want them armed and ready to marchwithin two weeks! ,The Two Towers ,54.0,10.0,NEGATIVE,0.8782775402069092,Topic 8,Home & Peace
1268,ORC,"But, my lord, there are too many!They cannot all be armed in timewe don't have the means.",The Two Towers ,89.0,17.0,NEGATIVE,0.9997201561927797,Topic 4,Journey & Quest
1269,SARUMAN,"Build a dam, block the streamwork the furnaces night and day.",The Two Towers ,61.0,11.0,NEGATIVE,0.9900681972503662,Topic 1,War & Battle
1270,ORC,We don't have enough fuelto feed the fires.,The Two Towers ,43.0,8.0,NEGATIVE,0.999727427959442,Topic 6,Hope & Courage
1271,TREEBEARD,"Hobbits?Never heard of a Hobbit before.Sounds like Orc mischief to me! ,They come with fire.They come with axes.Gnawing, biting, breakinghacking, burning! Destroyers and usurpers! Curse them! ",The Two Towers ,192.0,26.0,NEGATIVE,0.9929481744766236,Topic 2,Friendship & Loyalty
1272,MERRY,No!You don't understand. We're Hobbits!Halflings!Shire-folk! ,The Two Towers ,61.0,5.0,NEGATIVE,0.9925559163093568,Topic 2,Friendship & Loyalty
1273,TREEBEARD,Maybe you are......and maybe you aren't.The White Wizard will know. ,The Two Towers ,68.0,10.0,NEGATIVE,0.9830243587493896,Topic 8,Home & Peace
1274,PIPPIN,The White Wizard? ,The Two Towers ,18.0,3.0,NEGATIVE,0.9714763760566713,Topic 4,Journey & Quest
1275,MERRY,Saruman. ,The Two Towers ,9.0,1.0,POSITIVE,0.9530178308486938,Topic 6,Hope & Courage
1276,GOLLUM,"See? See?We've led you out.Hurry, Hobbitses. Hurry! Very lucky we find you.    ,Nice Hobbit. ",The Two Towers ,93.0,14.0,POSITIVE,0.9995383024215698,Topic 1,War & Battle
1277,SAM,It's a bog. He's led us into a swamp. ,The Two Towers ,38.0,9.0,NEGATIVE,0.998729646205902,Topic 8,Home & Peace
1278,GOLLUM,"A swamp, yes, yes.Come, master. We will take youon safe paths through the mist.Come, Hobbits! Come! We go quickly. ,I found it. I did.The way through the marshes.Orcs don't use it.Orcs don't know it.They go around for miles and miles.Come quickly.Soft and quick as shadows we must be. ",The Two Towers ,285.0,48.0,NEGATIVE,0.8767510056495667,Topic 5,Fear & Danger
1279,SAM,I hate this place. It's too quiet.There's been no sight nor soundof a bird for two days. ,The Two Towers ,89.0,17.0,NEGATIVE,0.999624729156494,Topic 1,War & Battle
1280,GOLLUM,"No, no birdses to eat.No crunchable birdses.We are famished! Yes!Famished we are, precious!  ",The Two Towers ,93.0,13.0,POSITIVE,0.9789701104164124,Topic 5,Fear & Danger
1281,FRODO,Here. ,The Two Towers ,6.0,1.0,POSITIVE,0.9960206151008606,Topic 1,War & Battle
1282,GOLLUM,"What does it eats?Is it tasty? ,It tries to chokes us!We can't eats Hobbit food!We must starve!     ",The Two Towers ,100.0,17.0,NEGATIVE,0.9916479587554932,Topic 5,Fear & Danger
1283,SAM,"Well, starve, then. And good riddance! ",The Two Towers ,39.0,6.0,POSITIVE,0.9997453093528748,Topic 8,Home & Peace
1284,GOLLUM,"Oh, cruel Hobbit.It does not care if we be hungry.Does not care if we should die. ,Not like master.Master cares.Master knows.Yes.Precious.Once it takes hold of us......it never lets go. ",The Two Towers ,186.0,29.0,POSITIVE,0.9937177896499634,Topic 1,War & Battle
1285,FRODO,Don't touch me! ,The Two Towers ,16.0,3.0,NEGATIVE,0.9923419952392578,Topic 4,Journey & Quest
1286,GANDALF,"Fly, you fools! ",The Two Towers ,16.0,3.0,NEGATIVE,0.916348934173584,Topic 1,War & Battle
1287,FRODO ,No!Gandalf! ,The Two Towers ,12.0,1.0,NEGATIVE,0.9962124824523926,Topic 1,War & Battle
1288,FRODO,Gandalf! ,The Two Towers ,9.0,1.0,POSITIVE,0.9959740042686462,Topic 1,War & Battle
1289,SAM,"What is it, Mr. Frodo? ",The Two Towers ,23.0,5.0,NEGATIVE,0.994111716747284,Topic 8,Home & Peace
1290,FRODO,Nothing.Just a dream. ,The Two Towers ,22.0,3.0,NEGATIVE,0.9917834997177124,Topic 8,Home & Peace
1291,SAM,Can you see the bottom? ,The Two Towers ,24.0,5.0,NEGATIVE,0.9988254904747008,Topic 1,War & Battle
1292,FRODO,"No! Don't look down, Sam!Just keep going! ",The Two Towers ,42.0,7.0,POSITIVE,0.995532751083374,Topic 1,War & Battle
1293,SAM,"Catch it! Grab it, Mr. Frodo! ",The Two Towers ,30.0,6.0,POSITIVE,0.9965046644210817,Topic 8,Home & Peace
1294,SAM,Mr. Frodo! ,The Two Towers ,11.0,2.0,POSITIVE,0.99783593416214,Topic 8,Home & Peace
1295,FRODO,I think I've found the bottom. ,The Two Towers ,31.0,6.0,NEGATIVE,0.9959035515785216,Topic 3,The Ring & Power
1296,SAM,Bogs and ropeand goodness knows what.It's not natural. None of it. ,The Two Towers ,67.0,11.0,NEGATIVE,0.9996439218521118,Topic 6,Hope & Courage
1297,FRODO,What's in this? ,The Two Towers ,16.0,3.0,NEGATIVE,0.9944183826446532,Topic 1,War & Battle
1298,SAM,Nothing.Just a bit of seasoning.I thought maybe if we was havinga roast chicken one night or something. ,The Two Towers ,104.0,17.0,NEGATIVE,0.9991851449012756,Topic 7,Death & Sacrifice
1299,FRODO,Roast chicken?! ,The Two Towers ,16.0,2.0,NEGATIVE,0.9314451217651368,Topic 1,War & Battle
1300,SAM,    Back!  ,The Return of the King ,11.0,1.0,POSITIVE,0.99506938457489,Topic 1,War & Battle
1301,SAM,    Mr Frodo!  ,The Return of the King ,15.0,2.0,POSITIVE,0.9948199391365052,Topic 8,Home & Peace
1302,SAM,"    Oh no! Frodo, Mr Frodo. , Wake up. Don't leave me here     alone. Don't go where I can't follow. Wake up. Not asleep. Dead.     ",The Return of the King ,132.0,24.0,NEGATIVE,0.9559249877929688,Topic 6,Hope & Courage
1303,SHAGRAT,    You get back you scum!  ,The Return of the King ,28.0,5.0,NEGATIVE,0.9988967180252076,Topic 5,Fear & Danger
1304,SHAGRAT,    What's this?  ,The Return of the King ,18.0,2.0,NEGATIVE,0.9908259510993958,Topic 1,War & Battle
1305,ORC,    Killed another one has she?  ,The Return of the King ,33.0,5.0,NEGATIVE,0.996369242668152,Topic 1,War & Battle
1306,SHAGRAT,"    No. , This fellow ain't dead. ",The Return of the King ,34.0,6.0,NEGATIVE,0.8814881443977356,Topic 6,Hope & Courage
1307,SAM,"    , Not dead.  ",The Return of the King ,17.0,3.0,POSITIVE,0.8402907848358154,Topic 6,Hope & Courage
1308,SHAGRAT,    She jabs him with her stinger and he goes as limp as a boned fish aaa' then she has her way with them. That's how she likes to feed. Fresh blood. Get him to the Tower!  ,The Return of the King ,173.0,36.0,NEGATIVE,0.997026026248932,Topic 5,Fear & Danger
1309,SAM,    Samwise you fool. ,The Return of the King ,22.0,3.0,NEGATIVE,0.9989327788352966,Topic 4,Journey & Quest
1310,ORC,    This scum will be awake in a couple of hours. ,The Return of the King ,50.0,10.0,NEGATIVE,0.9767911434173584,Topic 5,Fear & Danger
1311,SHAGRAT,    Then he'll wish he'd never been born. ,The Return of the King ,42.0,7.0,NEGATIVE,0.9968066215515136,Topic 7,Death & Sacrifice
1312,DENETHOR,"    The house of his spirit crumbles., He is burning. Already burning.  ",The Return of the King ,72.0,11.0,NEGATIVE,0.998958706855774,Topic 1,War & Battle
1313,PIPPIN,What? ,The Two Towers ,6.0,1.0,NEGATIVE,0.9936370849609376,Topic 1,War & Battle
1314,MERRY,You remember the Old Foreston the borders of Buckland?Folk used to say there was something inthe water that made the trees grow tall......and come alive. ,The Two Towers ,154.0,25.0,POSITIVE,0.9995858073234558,Topic 1,War & Battle
1315,PIPPIN,Alive? ,The Two Towers ,7.0,1.0,POSITIVE,0.9924917817115784,Topic 5,Fear & Danger
1316,MERRY,Trees that could whisper......talk to each other......even move. ,The Two Towers ,65.0,8.0,NEGATIVE,0.9320253133773804,Topic 2,Friendship & Loyalty
1317,URUK-HAI,I'm starving.We ain't had nothing but maggoty breadfor three stinking days. ,The Two Towers ,76.0,11.0,NEGATIVE,0.9993407130241394,Topic 5,Fear & Danger
1318,SNAGA,"Yeah!Why can't we have some meat?! ,What about them?They're fresh. ",The Two Towers ,67.0,10.0,POSITIVE,0.9175596833229064,Topic 1,War & Battle
1319,UGLUK,They are not for eating. ,The Two Towers ,25.0,5.0,NEGATIVE,0.9834467768669128,Topic 1,War & Battle
1320,GRISHNAKH,What about their legs?They don't need those. ,The Two Towers ,45.0,7.0,NEGATIVE,0.9867253303527832,Topic 3,The Ring & Power
1321,GRISHNAKH,They look tasty. ,The Two Towers ,17.0,3.0,POSITIVE,0.999874234199524,Topic 8,Home & Peace
1322,UGLUK,"Get back, scum!The prisoners go to Saruman.Alive and unspoiled. ",The Two Towers ,64.0,9.0,POSITIVE,0.9175219535827636,Topic 5,Fear & Danger
1323,GRISHNAKH,"Alive? ,Why alive?Do they give good sport? ",The Two Towers ,43.0,7.0,NEGATIVE,0.990464687347412,Topic 5,Fear & Danger
1324,UGLUK,They have something.An Elvish weapon.The master wants it for the war. ,The Two Towers ,70.0,11.0,POSITIVE,0.7178366780281067,Topic 8,Home & Peace
1325,PIPPIN,They think we have the Ring. ,The Two Towers ,29.0,6.0,POSITIVE,0.5702243447303772,Topic 3,The Ring & Power
1326,MERRY,Ssh!As soon as they find out we don'twe're dead. ,The Two Towers ,49.0,9.0,NEGATIVE,0.9921935796737672,Topic 6,Hope & Courage
1327,GOTHMOG,Kill him. ,The Return of the King ,10.0,2.0,NEGATIVE,0.9993454813957214,Topic 1,War & Battle
1328,FARAMIR,"They're not coming from the North!  To the river quick, quick! ",The Return of the King ,63.0,11.0,NEGATIVE,0.9958808422088624,Topic 6,Hope & Courage
1329,DAMROD,"Go,  come on! ",The Return of the King ,14.0,3.0,POSITIVE,0.9981729984283448,Topic 5,Fear & Danger
1330,GOTHMOG," Faster!  ,      Draw swords.   ",The Return of the King ,32.0,4.0,POSITIVE,0.9993106126785278,Topic 6,Hope & Courage
1331,SOLDIER,Hold!  Hold them!   ,The Return of the King ,20.0,3.0,POSITIVE,0.9993492960929872,Topic 7,Death & Sacrifice
1332,SOLDIER,What?   ,The Return of the King ,8.0,1.0,NEGATIVE,0.9936370849609376,Topic 1,War & Battle
1333,GANDALF, Amon D'n. ,The Return of the King ,11.0,2.0,POSITIVE,0.9784525036811828,Topic 1,War & Battle
1334,SOLDIER,The beacon!  The beacon of Amon D'n is lit.   ,The Return of the King ,46.0,9.0,POSITIVE,0.9988800883293152,Topic 1,War & Battle
1335,GANDALF,Hope is kindled!   ,The Return of the King ,19.0,3.0,POSITIVE,0.9996035695075988,Topic 7,Death & Sacrifice
1336,ARAGORN,The beacons of Minas Tirith!  The beacons are lit!   ,The Return of the King ,53.0,9.0,POSITIVE,0.9993638396263124,Topic 5,Fear & Danger
1337,ARAGORN,Gondor calls for aid. ,The Return of the King ,22.0,4.0,NEGATIVE,0.715347170829773,Topic 8,Home & Peace
1338,THEODEN,"And Rohan will answer!  Muster the Rohirrim.  ,      Assemble the army at Dunharrow,  as many men as can be found.  You have two     days. ,  On the third, we ride for Gondor' and     war.  ",The Return of the King ,190.0,34.0,POSITIVE,0.7032259702682495,Topic 4,Journey & Quest
1339,EOMER, Forward!   ,The Return of the King ,12.0,1.0,POSITIVE,0.99962317943573,Topic 1,War & Battle
1340,MERRY,Three-foot-eight.You did something. ,The Two Towers ,36.0,3.0,POSITIVE,0.9982165694236756,Topic 7,Death & Sacrifice
1341,PIPPIN,"Merry, don't! Don't drink it! ",The Two Towers ,30.0,5.0,NEGATIVE,0.9881597757339478,Topic 4,Journey & Quest
1342,PIPPIN,"Merry!No, Treebeard said that youshouldn't have any. ",The Two Towers ,53.0,7.0,NEGATIVE,0.9989420771598816,Topic 3,The Ring & Power
1343,MERRY,I want some! ,The Two Towers ,13.0,3.0,POSITIVE,0.9992868304252625,Topic 4,Journey & Quest
1344,PIPPIN,lt could well be dangerous! ,The Two Towers ,28.0,5.0,NEGATIVE,0.9911609888076782,Topic 1,War & Battle
1345,PIPPIN,Give me it back. Merry! ,The Two Towers ,24.0,5.0,POSITIVE,0.9967798590660096,Topic 2,Friendship & Loyalty
1346,PIPPIN,What's happening?! ,The Two Towers ,19.0,2.0,POSITIVE,0.8701316714286804,Topic 1,War & Battle
1347,MERRY,Aaagh!It's got my leg! ,The Two Towers ,23.0,4.0,POSITIVE,0.9804468154907228,Topic 4,Journey & Quest
1348,PIPPIN,Merry! ,The Two Towers ,7.0,1.0,POSITIVE,0.999808132648468,Topic 2,Friendship & Loyalty
1349,MERRY and PIPPIN,Help! ,The Two Towers ,6.0,1.0,NEGATIVE,0.6690695881843567,Topic 7,Death & Sacrifice
1350,TREEBEARD,Away with you.You should not be waking.Eat earth. Dig deep. Drink water. ,The Two Towers ,73.0,12.0,POSITIVE,0.6878418922424316,Topic 5,Fear & Danger
1351,TREEBEARD,"Go to sleep.Away with you. ,Come, the forest is waking up. ",The Two Towers ,59.0,11.0,POSITIVE,0.8726087808609009,Topic 8,Home & Peace
1352,TREEBEARD,It isn't safe.The trees have grown wildand dangerous.Anger festers in their hearts.Black are their thoughts.Strong is their hate.They will harm you if they can.There are too few of us now.Too few of us Ents left to manage them. ,The Two Towers ,228.0,38.0,NEGATIVE,0.786815345287323,Topic 5,Fear & Danger
1353,FRODO,"  It's too late.  It's over.  They've taken it Sam,  they took the Ring!      ",The Return of the King ,78.0,13.0,NEGATIVE,0.999382734298706,Topic 4,Journey & Quest
1354,SAM,  Begging your pardon but they haven't.     ,The Return of the King ,44.0,6.0,NEGATIVE,0.9809846878051758,Topic 7,Death & Sacrifice
1355,SAM,"  I thought I'd lost you.  So I took it, only for safekeeping.      ",The Return of the King ,68.0,12.0,NEGATIVE,0.9937264919281006,Topic 7,Death & Sacrifice
1356,FRODO,"  Give it to me! ,  Give me the Ring Sam.    ,  Sam!  Give me the Ring.    ,  You must understand.  The Ring is my burden.  It will destroy you Sam.      ",The Return of the King ,154.0,30.0,NEGATIVE,0.9848358035087584,Topic 3,The Ring & Power
1357,SAM,  Come on Mr Frodo.  We'd best find you some clothes.  You can't go walking through Mordor in nowt but your skin.      ,The Return of the King ,119.0,21.0,NEGATIVE,0.7638983130455017,Topic 8,Home & Peace
1358,SAM,  We did it Mr Frodo.  We made it to Mordor.      ,The Return of the King ,50.0,10.0,POSITIVE,0.998480498790741,Topic 8,Home & Peace
1359,FRODO,  There are so many of them.  We'll never get through unseen.      ,The Return of the King ,67.0,11.0,POSITIVE,0.6189709901809692,Topic 7,Death & Sacrifice
1360,FRODO,"  It's Him, the Eye!     ",The Return of the King ,25.0,4.0,POSITIVE,0.9991563558578492,Topic 8,Home & Peace
1361,SAM,"  We have to go in there Mr Frodo.  There's nothing for it. ,  Come on let's just make it down the hill for starters.      ",The Return of the King ,123.0,24.0,NEGATIVE,0.9953415393829346,Topic 2,Friendship & Loyalty
1362,GANDALF,"  Frodo has passed beyond my sight. ,  The darkness is deepening.      ",The Return of the King ,71.0,11.0,POSITIVE,0.8131321668624878,Topic 4,Journey & Quest
1363,ARAGORN,  If Sauron had the Ring we would know it.      ,The Return of the King ,48.0,9.0,NEGATIVE,0.9959514141082764,Topic 8,Home & Peace
1364,GANDALF,"     It's only a matter of time.  He has suffered a defeat, yes, but behind the walls of Mordor our enemy is regrouping.     ",The Return of the King ,125.0,22.0,POSITIVE,0.5898129940032959,Topic 6,Hope & Courage
1365,GIMLI,  Let him stay there!  Let him rot!  Why should we care?     ,The Return of the King ,61.0,11.0,NEGATIVE,0.999583065509796,Topic 2,Friendship & Loyalty
1366,GANDALF,"  Because 10,000 Orcs now stand between Frodo and Mount Doom.     ",The Return of the King ,66.0,10.0,NEGATIVE,0.9898433685302734,Topic 8,Home & Peace
1367,SARUMAN,The Forest of Fangornlies on our doorstep. Burn it.,The Two Towers ,51.0,9.0,NEGATIVE,0.9987483024597168,Topic 8,Home & Peace
1368,ORC,Yes.,The Two Towers ,4.0,1.0,POSITIVE,0.9998062252998352,Topic 5,Fear & Danger
1369,WILDMAN,We will fight for you.,The Two Towers ,22.0,5.0,POSITIVE,0.9987227320671082,Topic 4,Journey & Quest
1370,SARUMAN,Swear it.,The Two Towers ,9.0,2.0,NEGATIVE,0.913777470588684,Topic 1,War & Battle
1371,WILDMAN,We will die for Saruman.,The Two Towers ,24.0,5.0,POSITIVE,0.9843489527702332,Topic 4,Journey & Quest
1372,SARUMAN,The Horse-Men took your lands.They drove your people into the hillsto scratch a living off rocks. ,The Two Towers ,98.0,16.0,NEGATIVE,0.988188862800598,Topic 4,Journey & Quest
1373,WILDMAN,Murderers!,The Two Towers ,10.0,1.0,NEGATIVE,0.9992386102676392,Topic 1,War & Battle
1374,SARUMAN,Take back the lands they stole from you.Burn every village!,The Two Towers ,59.0,10.0,NEGATIVE,0.9885807633399964,Topic 1,War & Battle
1375,SARUMAN VOICE OVER,We have only to remove thosewho oppose us.It will begin in Rohan.Too long have these peasantsstood against you.But no more.,The Two Towers ,123.0,20.0,NEGATIVE,0.9140331745147704,Topic 3,The Ring & Power
1376,MORWEN,Eothain! Eothain!You take your sister.You'll go faster with just two.,The Two Towers ,69.0,10.0,POSITIVE,0.998600423336029,Topic 2,Friendship & Loyalty
1377,MORWEN,Listen to me. You must ride to Edorasand raise the alarm. Do you understand me?,The Two Towers ,79.0,15.0,POSITIVE,0.502430260181427,Topic 7,Death & Sacrifice
1378,SAM,There are dead things!Dead faces in the water. ,The Two Towers ,47.0,8.0,NEGATIVE,0.9964285492897034,Topic 6,Hope & Courage
1379,GOLLUM,"All dead. All rotten.Elves and Men and Orcses.A great battle long ago.Dead Marshes.Yes. Yes, that is their name.This way.Don't follow the lights. ",The Two Towers ,146.0,22.0,NEGATIVE,0.9996249675750732,Topic 3,The Ring & Power
1380,GOLLUM,Careful now! Or Hobbits go downto join the dead ones......and light little candlesof their own. ,The Two Towers ,96.0,15.0,NEGATIVE,0.8725357055664062,Topic 6,Hope & Courage
1381,SAM,Frodo! ,The Two Towers ,7.0,1.0,POSITIVE,0.9916398525238036,Topic 8,Home & Peace
1382,FRODO,    Gollum? ,The Two Towers ,12.0,1.0,NEGATIVE,0.9702544212341307,Topic 7,Death & Sacrifice
1383,GOLLUM,Don't follow the lights. ,The Two Towers ,25.0,4.0,NEGATIVE,0.998824417591095,Topic 5,Fear & Danger
1384,FRODO,Gollum! ,The Two Towers ,8.0,1.0,POSITIVE,0.997503101825714,Topic 7,Death & Sacrifice
1385,SAM,Mr. Frodo!Are you all right? ,The Two Towers ,29.0,5.0,POSITIVE,0.9972566962242126,Topic 8,Home & Peace
1386,GOLLUM,So bright.So beautiful. ,The Two Towers ,24.0,3.0,POSITIVE,0.9998859167099,Topic 1,War & Battle
1387,GOLLUM,(strokes his own palm)Our precious. ,The Two Towers ,36.0,5.0,POSITIVE,0.9966548681259156,Topic 1,War & Battle
1388,FRODO,What did you say? ,The Two Towers ,18.0,4.0,NEGATIVE,0.9724012613296508,Topic 3,The Ring & Power
1389,GOLLUM,Master should be resting.Master needs to keep up his strength. ,The Two Towers ,63.0,10.0,NEGATIVE,0.9994595646858216,Topic 8,Home & Peace
1390,FRODO,Who are you? ,The Two Towers ,13.0,3.0,NEGATIVE,0.9952167272567748,Topic 1,War & Battle
1391,GOLLUM,Mustn't ask us. Not its business.Gollum. Gollum. ,The Two Towers ,49.0,7.0,NEGATIVE,0.9986240863800048,Topic 7,Death & Sacrifice
1392,SAM,It must be getting near teatime. Leastways it would be in decent places     where there is still teatime. ,The Return of the King ,106.0,18.0,NEGATIVE,0.9070608019828796,Topic 7,Death & Sacrifice
1393,GOLLUM,We're not in decent places. ,The Return of the King ,28.0,5.0,NEGATIVE,0.9997923970222472,Topic 7,Death & Sacrifice
1394,SAM,Mr Frodo?  What is it? ,The Return of the King ,23.0,5.0,NEGATIVE,0.9960035681724548,Topic 8,Home & Peace
1395,FRODO,It's just a feeling.  I don't think I'll be coming back. ,The Return of the King ,57.0,11.0,NEGATIVE,0.9985530972480774,Topic 2,Friendship & Loyalty
1396,SAM,Yes you will.  Of course you will.  That's just morbid thinking.  We're     going there and back again just like Mr Bilbo.  You'll see. ,The Return of the King ,136.0,23.0,POSITIVE,0.9961666464805604,Topic 7,Death & Sacrifice
