Unnamed: 0,char,dialog,movie,dialog_length,word_count,sentiment,confidence
1254,SHAGRAT,  Stop your squealing you dunghill rat!      ,The Return of the King ,45.0,6.0,NEGATIVE,0.9949136972427368
1255,SHAGRAT,  I'm gonna bleed you like a stuck pig!      ,The Return of the King ,45.0,8.0,NEGATIVE,0.999550998210907
1256,SAM,  Not if I stick you first!      ,The Return of the King ,33.0,6.0,NEGATIVE,0.9895182251930237
1257,FRODO,  Sam!      ,The Return of the King ,12.0,1.0,POSITIVE,0.9991631507873535
1258,FRODO,"  Oh Sam, I'm so sorry.  Sorry for everything.     ",The Return of the King ,51.0,8.0,NEGATIVE,0.9994847774505615
1259,SAM,  Let's get you out of here.      ,The Return of the King ,34.0,6.0,NEGATIVE,0.8816184401512146
1260,ARAGORN,Rohan.Home of the Horse-lords.There's something strange at work here.Some evil gives speedto these creatures.Sets its will against us.,The Two Towers ,134.0,18.0,POSITIVE,0.9222856163978577
1261,ARAGORN,Legolas! What do your Elf-eyes see?,The Two Towers ,35.0,6.0,POSITIVE,0.9803009629249573
1262,LEGOLAS,The Uruks turn northeast.They are taking the Hobbits to lsengard.,The Two Towers ,65.0,10.0,POSITIVE,0.9869444966316223
1263,ARAGORN,Saruman.,The Two Towers ,8.0,1.0,POSITIVE,0.9530178308486938
1264,SARUMAN VOICE OVER,The world is changing.Who now has the strength to standagainst the armies of Isengard......and Mordor?To stand against the might of Sauronand Saruman......and the union of the two towers?,The Two Towers ,187.0,28.0,POSITIVE,0.9825316667556763
1265,SARUMAN VOICE OVER,"Together, my Lord Sauron...... we shall rule this Middle-earth. ",The Two Towers ,64.0,9.0,POSITIVE,0.9950331449508667
1266,SARUMAN VOICE OVER ,The Old World will burnin the fires of industry.The forests will fall.A new order will rise.We will drive the machine of warwith the sword and the spear...... and the iron fists of the Orc. We have only     to remove those who oppose us. ,The Two Towers ,238.0,43.0,POSITIVE,0.9735236763954163
1267,SARUMAN,I want them armed and ready to marchwithin two weeks! ,The Two Towers ,54.0,10.0,NEGATIVE,0.8782775402069092
1268,ORC,"But, my lord, there are too many!They cannot all be armed in timewe don't have the means.",The Two Towers ,89.0,17.0,NEGATIVE,0.9997201561927795
1269,SARUMAN,"Build a dam, block the streamwork the furnaces night and day.",The Two Towers ,61.0,11.0,NEGATIVE,0.9900681972503662
1270,ORC,We don't have enough fuelto feed the fires.,The Two Towers ,43.0,8.0,NEGATIVE,0.9997274279594421
1271,TREEBEARD,"Hobbits?Never heard of a Hobbit before.Sounds like Orc mischief to me! ,They come with fire.They come with axes.Gnawing, biting, breakinghacking, burning! Destroyers and usurpers! Curse them! ",The Two Towers ,192.0,26.0,NEGATIVE,0.9929481744766235
1272,MERRY,No!You don't understand. We're Hobbits!Halflings!Shire-folk! ,The Two Towers ,61.0,5.0,NEGATIVE,0.9925559163093567
1273,TREEBEARD,Maybe you are......and maybe you aren't.The White Wizard will know. ,The Two Towers ,68.0,10.0,NEGATIVE,0.9830243587493896
1274,PIPPIN,The White Wizard? ,The Two Towers ,18.0,3.0,NEGATIVE,0.9714763760566711
1275,MERRY,Saruman. ,The Two Towers ,9.0,1.0,POSITIVE,0.9530178308486938
1276,GOLLUM,"See? See?We've led you out.Hurry, Hobbitses. Hurry! Very lucky we find you.    ,Nice Hobbit. ",The Two Towers ,93.0,14.0,POSITIVE,0.9995383024215698
1277,SAM,It's a bog. He's led us into a swamp. ,The Two Towers ,38.0,9.0,NEGATIVE,0.9987296462059021
1278,GOLLUM,"A swamp, yes, yes.Come, master. We will take youon safe paths through the mist.Come, Hobbits! Come! We go quickly. ,I found it. I did.The way through the marshes.Orcs don't use it.Orcs don't know it.They go around for miles and miles.Come quickly.Soft and quick as shadows we must be. ",The Two Towers ,285.0,48.0,NEGATIVE,0.8767510056495667
1279,SAM,I hate this place. It's too quiet.There's been no sight nor soundof a bird for two days. ,The Two Towers ,89.0,17.0,NEGATIVE,0.9996247291564941
1280,GOLLUM,"No, no birdses to eat.No crunchable birdses.We are famished! Yes!Famished we are, precious!  ",The Two Towers ,93.0,13.0,POSITIVE,0.9789701104164124
1281,FRODO,Here. ,The Two Towers ,6.0,1.0,POSITIVE,0.9960206151008606
1282,GOLLUM,"What does it eats?Is it tasty? ,It tries to chokes us!We can't eats Hobbit food!We must starve!     ",The Two Towers ,100.0,17.0,NEGATIVE,0.9916479587554932
1283,SAM,"Well, starve, then. And good riddance! ",The Two Towers ,39.0,6.0,POSITIVE,0.9997453093528748
1284,GOLLUM,"Oh, cruel Hobbit.It does not care if we be hungry.Does not care if we should die. ,Not like master.Master cares.Master knows.Yes.Precious.Once it takes hold of us......it never lets go. ",The Two Towers ,186.0,29.0,POSITIVE,0.9937177896499634
1285,FRODO,Don't touch me! ,The Two Towers ,16.0,3.0,NEGATIVE,0.9923419952392578
1286,GANDALF,"Fly, you fools! ",The Two Towers ,16.0,3.0,NEGATIVE,0.916348934173584
1287,FRODO ,No!Gandalf! ,The Two Towers ,12.0,1.0,NEGATIVE,0.9962124824523926
1288,FRODO,Gandalf! ,The Two Towers ,9.0,1.0,POSITIVE,0.9959740042686462
1289,SAM,"What is it, Mr. Frodo? ",The Two Towers ,23.0,5.0,NEGATIVE,0.9941117167472839
1290,FRODO,Nothing.Just a dream. ,The Two Towers ,22.0,3.0,NEGATIVE,0.9917834997177124
1291,SAM,Can you see the bottom? ,The Two Towers ,24.0,5.0,NEGATIVE,0.9988254904747009
1292,FRODO,"No! Don't look down, Sam!Just keep going! ",The Two Towers ,42.0,7.0,POSITIVE,0.995532751083374
1293,SAM,"Catch it! Grab it, Mr. Frodo! ",The Two Towers ,30.0,6.0,POSITIVE,0.9965046644210815
1294,SAM,Mr. Frodo! ,The Two Towers ,11.0,2.0,POSITIVE,0.9978359341621399
1295,FRODO,I think I've found the bottom. ,The Two Towers ,31.0,6.0,NEGATIVE,0.9959035515785217
1296,SAM,Bogs and ropeand goodness knows what.It's not natural. None of it. ,The Two Towers ,67.0,11.0,NEGATIVE,0.9996439218521118
1297,FRODO,What's in this? ,The Two Towers ,16.0,3.0,NEGATIVE,0.9944183826446533
1298,SAM,Nothing.Just a bit of seasoning.I thought maybe if we was havinga roast chicken one night or something. ,The Two Towers ,104.0,17.0,NEGATIVE,0.9991851449012756
1299,FRODO,Roast chicken?! ,The Two Towers ,16.0,2.0,NEGATIVE,0.9314451217651367
1300,SAM,    Back!  ,The Return of the King ,11.0,1.0,POSITIVE,0.9950693845748901
1301,SAM,    Mr Frodo!  ,The Return of the King ,15.0,2.0,POSITIVE,0.9948199391365051
1302,SAM,"    Oh no! Frodo, Mr Frodo. , Wake up. Don't leave me here     alone. Don't go where I can't follow. Wake up. Not asleep. Dead.     ",The Return of the King ,132.0,24.0,NEGATIVE,0.9559249877929688
1303,SHAGRAT,    You get back you scum!  ,The Return of the King ,28.0,5.0,NEGATIVE,0.9988967180252075
1304,SHAGRAT,    What's this?  ,The Return of the King ,18.0,2.0,NEGATIVE,0.9908259510993958
1305,ORC,    Killed another one has she?  ,The Return of the King ,33.0,5.0,NEGATIVE,0.9963692426681519
1306,SHAGRAT,"    No. , This fellow ain't dead. ",The Return of the King ,34.0,6.0,NEGATIVE,0.8814881443977356
1307,SAM,"    , Not dead.  ",The Return of the King ,17.0,3.0,POSITIVE,0.8402907848358154
1308,SHAGRAT,    She jabs him with her stinger and he goes as limp as a boned fish aaa' then she has her way with them. That's how she likes to feed. Fresh blood. Get him to the Tower!  ,The Return of the King ,173.0,36.0,NEGATIVE,0.9970260262489319
1309,SAM,    Samwise you fool. ,The Return of the King ,22.0,3.0,NEGATIVE,0.9989327788352966
1310,ORC,    This scum will be awake in a couple of hours. ,The Return of the King ,50.0,10.0,NEGATIVE,0.9767911434173584
1311,SHAGRAT,    Then he'll wish he'd never been born. ,The Return of the King ,42.0,7.0,NEGATIVE,0.9968066215515137
1312,DENETHOR,"    The house of his spirit crumbles., He is burning. Already burning.  ",The Return of the King ,72.0,11.0,NEGATIVE,0.9989587068557739
1313,PIPPIN,What? ,The Two Towers ,6.0,1.0,NEGATIVE,0.9936370849609375
1314,MERRY,You remember the Old Foreston the borders of Buckland?Folk used to say there was something inthe water that made the trees grow tall......and come alive. ,The Two Towers ,154.0,25.0,POSITIVE,0.9995858073234558
1315,PIPPIN,Alive? ,The Two Towers ,7.0,1.0,POSITIVE,0.9924917817115784
1316,MERRY,Trees that could whisper......talk to each other......even move. ,The Two Towers ,65.0,8.0,NEGATIVE,0.9320253133773804
1317,URUK-HAI,I'm starving.We ain't had nothing but maggoty breadfor three stinking days. ,The Two Towers ,76.0,11.0,NEGATIVE,0.9993407130241394
1318,SNAGA,"Yeah!Why can't we have some meat?! ,What about them?They're fresh. ",The Two Towers ,67.0,10.0,POSITIVE,0.9175596833229065
1319,UGLUK,They are not for eating. ,The Two Towers ,25.0,5.0,NEGATIVE,0.9834467768669128
1320,GRISHNAKH,What about their legs?They don't need those. ,The Two Towers ,45.0,7.0,NEGATIVE,0.9867253303527832
1321,GRISHNAKH,They look tasty. ,The Two Towers ,17.0,3.0,POSITIVE,0.9998742341995239
1322,UGLUK,"Get back, scum!The prisoners go to Saruman.Alive and unspoiled. ",The Two Towers ,64.0,9.0,POSITIVE,0.9175219535827637
1323,GRISHNAKH,"Alive? ,Why alive?Do they give good sport? ",The Two Towers ,43.0,7.0,NEGATIVE,0.9904646873474121
1324,UGLUK,They have something.An Elvish weapon.The master wants it for the war. ,The Two Towers ,70.0,11.0,POSITIVE,0.7178366780281067
1325,PIPPIN,They think we have the Ring. ,The Two Towers ,29.0,6.0,POSITIVE,0.5702243447303772
1326,MERRY,Ssh!As soon as they find out we don'twe're dead. ,The Two Towers ,49.0,9.0,NEGATIVE,0.9921935796737671
1327,GOTHMOG,Kill him. ,The Return of the King ,10.0,2.0,NEGATIVE,0.9993454813957214
1328,FARAMIR,"They're not coming from the North!  To the river quick, quick! ",The Return of the King ,63.0,11.0,NEGATIVE,0.9958808422088623
1329,DAMROD,"Go,  come on! ",The Return of the King ,14.0,3.0,POSITIVE,0.9981729984283447
1330,GOTHMOG," Faster!  ,      Draw swords.   ",The Return of the King ,32.0,4.0,POSITIVE,0.9993106126785278
1331,SOLDIER,Hold!  Hold them!   ,The Return of the King ,20.0,3.0,POSITIVE,0.9993492960929871
1332,SOLDIER,What?   ,The Return of the King ,8.0,1.0,NEGATIVE,0.9936370849609375
1333,GANDALF, Amon D'n. ,The Return of the King ,11.0,2.0,POSITIVE,0.9784525036811829
1334,SOLDIER,The beacon!  The beacon of Amon D'n is lit.   ,The Return of the King ,46.0,9.0,POSITIVE,0.9988800883293152
1335,GANDALF,Hope is kindled!   ,The Return of the King ,19.0,3.0,POSITIVE,0.9996035695075989
1336,ARAGORN,The beacons of Minas Tirith!  The beacons are lit!   ,The Return of the King ,53.0,9.0,POSITIVE,0.9993638396263123
1337,ARAGORN,Gondor calls for aid. ,The Return of the King ,22.0,4.0,NEGATIVE,0.715347170829773
1338,THEODEN,"And Rohan will answer!  Muster the Rohirrim.  ,      Assemble the army at Dunharrow,  as many men as can be found.  You have two     days. ,  On the third, we ride for Gondor' and     war.  ",The Return of the King ,190.0,34.0,POSITIVE,0.7032259702682495
1339,EOMER, Forward!   ,The Return of the King ,12.0,1.0,POSITIVE,0.99962317943573
1340,MERRY,Three-foot-eight.You did something. ,The Two Towers ,36.0,3.0,POSITIVE,0.9982165694236755
1341,PIPPIN,"Merry, don't! Don't drink it! ",The Two Towers ,30.0,5.0,NEGATIVE,0.9881597757339478
1342,PIPPIN,"Merry!No, Treebeard said that youshouldn't have any. ",The Two Towers ,53.0,7.0,NEGATIVE,0.9989420771598816
1343,MERRY,I want some! ,The Two Towers ,13.0,3.0,POSITIVE,0.9992868304252625
1344,PIPPIN,lt could well be dangerous! ,The Two Towers ,28.0,5.0,NEGATIVE,0.9911609888076782
1345,PIPPIN,Give me it back. Merry! ,The Two Towers ,24.0,5.0,POSITIVE,0.9967798590660095
1346,PIPPIN,What's happening?! ,The Two Towers ,19.0,2.0,POSITIVE,0.8701316714286804
1347,MERRY,Aaagh!It's got my leg! ,The Two Towers ,23.0,4.0,POSITIVE,0.9804468154907227
1348,PIPPIN,Merry! ,The Two Towers ,7.0,1.0,POSITIVE,0.999808132648468
1349,MERRY and PIPPIN,Help! ,The Two Towers ,6.0,1.0,NEGATIVE,0.6690695881843567
1350,TREEBEARD,Away with you.You should not be waking.Eat earth. Dig deep. Drink water. ,The Two Towers ,73.0,12.0,POSITIVE,0.6878418922424316
1351,TREEBEARD,"Go to sleep.Away with you. ,Come, the forest is waking up. ",The Two Towers ,59.0,11.0,POSITIVE,0.8726087808609009
1352,TREEBEARD,It isn't safe.The trees have grown wildand dangerous.Anger festers in their hearts.Black are their thoughts.Strong is their hate.They will harm you if they can.There are too few of us now.Too few of us Ents left to manage them. ,The Two Towers ,228.0,38.0,NEGATIVE,0.786815345287323
1353,FRODO,"  It's too late.  It's over.  They've taken it Sam,  they took the Ring!      ",The Return of the King ,78.0,13.0,NEGATIVE,0.999382734298706
1354,SAM,  Begging your pardon but they haven't.     ,The Return of the King ,44.0,6.0,NEGATIVE,0.9809846878051758
1355,SAM,"  I thought I'd lost you.  So I took it, only for safekeeping.      ",The Return of the King ,68.0,12.0,NEGATIVE,0.9937264919281006
1356,FRODO,"  Give it to me! ,  Give me the Ring Sam.    ,  Sam!  Give me the Ring.    ,  You must understand.  The Ring is my burden.  It will destroy you Sam.      ",The Return of the King ,154.0,30.0,NEGATIVE,0.9848358035087585
1357,SAM,  Come on Mr Frodo.  We'd best find you some clothes.  You can't go walking through Mordor in nowt but your skin.      ,The Return of the King ,119.0,21.0,NEGATIVE,0.7638983130455017
1358,SAM,  We did it Mr Frodo.  We made it to Mordor.      ,The Return of the King ,50.0,10.0,POSITIVE,0.998480498790741
1359,FRODO,  There are so many of them.  We'll never get through unseen.      ,The Return of the King ,67.0,11.0,POSITIVE,0.6189709901809692
1360,FRODO,"  It's Him, the Eye!     ",The Return of the King ,25.0,4.0,POSITIVE,0.9991563558578491
1361,SAM,"  We have to go in there Mr Frodo.  There's nothing for it. ,  Come on let's just make it down the hill for starters.      ",The Return of the King ,123.0,24.0,NEGATIVE,0.9953415393829346
1362,GANDALF,"  Frodo has passed beyond my sight. ,  The darkness is deepening.      ",The Return of the King ,71.0,11.0,POSITIVE,0.8131321668624878
1363,ARAGORN,  If Sauron had the Ring we would know it.      ,The Return of the King ,48.0,9.0,NEGATIVE,0.9959514141082764
1364,GANDALF,"     It's only a matter of time.  He has suffered a defeat, yes, but behind the walls of Mordor our enemy is regrouping.     ",The Return of the King ,125.0,22.0,POSITIVE,0.5898129940032959
1365,GIMLI,  Let him stay there!  Let him rot!  Why should we care?     ,The Return of the King ,61.0,11.0,NEGATIVE,0.9995830655097961
1366,GANDALF,"  Because 10,000 Orcs now stand between Frodo and Mount Doom.     ",The Return of the King ,66.0,10.0,NEGATIVE,0.9898433685302734
1367,SARUMAN,The Forest of Fangornlies on our doorstep. Burn it.,The Two Towers ,51.0,9.0,NEGATIVE,0.9987483024597168
1368,ORC,Yes.,The Two Towers ,4.0,1.0,POSITIVE,0.9998062252998352
1369,WILDMAN,We will fight for you.,The Two Towers ,22.0,5.0,POSITIVE,0.9987227320671082
1370,SARUMAN,Swear it.,The Two Towers ,9.0,2.0,NEGATIVE,0.9137774705886841
1371,WILDMAN,We will die for Saruman.,The Two Towers ,24.0,5.0,POSITIVE,0.9843489527702332
1372,SARUMAN,The Horse-Men took your lands.They drove your people into the hillsto scratch a living off rocks. ,The Two Towers ,98.0,16.0,NEGATIVE,0.9881888628005981
1373,WILDMAN,Murderers!,The Two Towers ,10.0,1.0,NEGATIVE,0.9992386102676392
1374,SARUMAN,Take back the lands they stole from you.Burn every village!,The Two Towers ,59.0,10.0,NEGATIVE,0.9885807633399963
1375,SARUMAN VOICE OVER,We have only to remove thosewho oppose us.It will begin in Rohan.Too long have these peasantsstood against you.But no more.,The Two Towers ,123.0,20.0,NEGATIVE,0.9140331745147705
1376,MORWEN,Eothain! Eothain!You take your sister.You'll go faster with just two.,The Two Towers ,69.0,10.0,POSITIVE,0.998600423336029
1377,MORWEN,Listen to me. You must ride to Edorasand raise the alarm. Do you understand me?,The Two Towers ,79.0,15.0,POSITIVE,0.502430260181427
1378,SAM,There are dead things!Dead faces in the water. ,The Two Towers ,47.0,8.0,NEGATIVE,0.9964285492897034
1379,GOLLUM,"All dead. All rotten.Elves and Men and Orcses.A great battle long ago.Dead Marshes.Yes. Yes, that is their name.This way.Don't follow the lights. ",The Two Towers ,146.0,22.0,NEGATIVE,0.9996249675750732
1380,GOLLUM,Careful now! Or Hobbits go downto join the dead ones......and light little candlesof their own. ,The Two Towers ,96.0,15.0,NEGATIVE,0.8725357055664062
1381,SAM,Frodo! ,The Two Towers ,7.0,1.0,POSITIVE,0.9916398525238037
1382,FRODO,    Gollum? ,The Two Towers ,12.0,1.0,NEGATIVE,0.9702544212341309
1383,GOLLUM,Don't follow the lights. ,The Two Towers ,25.0,4.0,NEGATIVE,0.998824417591095
1384,FRODO,Gollum! ,The Two Towers ,8.0,1.0,POSITIVE,0.9975031018257141
1385,SAM,Mr. Frodo!Are you all right? ,The Two Towers ,29.0,5.0,POSITIVE,0.9972566962242126
1386,GOLLUM,So bright.So beautiful. ,The Two Towers ,24.0,3.0,POSITIVE,0.9998859167098999
1387,GOLLUM,(strokes his own palm)Our precious. ,The Two Towers ,36.0,5.0,POSITIVE,0.9966548681259155
1388,FRODO,What did you say? ,The Two Towers ,18.0,4.0,NEGATIVE,0.9724012613296509
1389,GOLLUM,Master should be resting.Master needs to keep up his strength. ,The Two Towers ,63.0,10.0,NEGATIVE,0.9994595646858215
1390,FRODO,Who are you? ,The Two Towers ,13.0,3.0,NEGATIVE,0.9952167272567749
1391,GOLLUM,Mustn't ask us. Not its business.Gollum. Gollum. ,The Two Towers ,49.0,7.0,NEGATIVE,0.9986240863800049
1392,SAM,It must be getting near teatime. Leastways it would be in decent places     where there is still teatime. ,The Return of the King ,106.0,18.0,NEGATIVE,0.9070608019828796
1393,GOLLUM,We're not in decent places. ,The Return of the King ,28.0,5.0,NEGATIVE,0.9997923970222473
1394,SAM,Mr Frodo?  What is it? ,The Return of the King ,23.0,5.0,NEGATIVE,0.9960035681724548
1395,FRODO,It's just a feeling.  I don't think I'll be coming back. ,The Return of the King ,57.0,11.0,NEGATIVE,0.9985530972480774
1396,SAM,Yes you will.  Of course you will.  That's just morbid thinking.  We're     going there and back again just like Mr Bilbo.  You'll see. ,The Return of the King ,136.0,23.0,POSITIVE,0.9961666464805603
1397,FRODO, I think these lands were once part of the Kingdom of Gondor. ,The Return of the King ,62.0,12.0,NEGATIVE,0.9581853747367859
1398,FRODO,"Long ago, when there was a King. ",The Return of the King ,33.0,7.0,POSITIVE,0.9574856162071228
1399,SAM,"Mr Frodo, look!  The King has got a crown again.   ",The Return of the King ,51.0,10.0,POSITIVE,0.9995905756950378
1400,MERRY, What are     they eating when they can't get hobbit ? ,The Fellowship of the Ring ,55.0,10.0,NEGATIVE,0.9802170991897583
1402,FRODO,Who is     she ? This woman you sing of ?  ,The Fellowship of the Ring ,43.0,10.0,NEGATIVE,0.9952548742294312
1403,STRIDER,Tis the Lady of L'thien. The Elf Maiden who gave her love     to Beren ... a mortal ,The Fellowship of the Ring ,84.0,17.0,POSITIVE,0.9970141649246216
1404,FRODO,What happened to her? ,The Fellowship of the Ring ,22.0,4.0,NEGATIVE,0.9986886382102966
1405,STRIDER, She died.    ,The Fellowship of the Ring ,14.0,2.0,NEGATIVE,0.9914742708206177
1406,SARUMAN,The power of Isengard is at your command ,The Fellowship of the Ring ,41.0,8.0,POSITIVE,0.997307538986206
1407,SARUMAN,Sauron.  Lord of the Earth ,The Fellowship of the Ring ,27.0,5.0,NEGATIVE,0.9854624271392822
1408,GIMLI, Stay close young     hobbits.,The Fellowship of the Ring ,30.0,4.0,POSITIVE,0.9975970387458801
1409,GALADRIEL VOICE-OVER,"Frodo! , Frodo! ",The Fellowship of the Ring ,16.0,3.0,POSITIVE,0.9167812466621399
1410,GIMLI,..and are never seen again ,The Fellowship of the Ring ,27.0,5.0,NEGATIVE,0.8738943338394165
1411,GALADRIEL VOICE-OVER,"Your coming to us , is as the footsteps of doom.     You bring great evil here! ,Ringbearer! ",The Fellowship of the Ring ,93.0,17.0,NEGATIVE,0.8373816609382629
1412,SAM,Mr Frodo ? ,The Fellowship of the Ring ,11.0,3.0,NEGATIVE,0.9845481514930725
1413,GIMLI,"Well!  Here's one dwarf she won't ensnare so easily! I     have the eyes of a hawk, and ears of a fox!  ",The Fellowship of the Ring ,104.0,21.0,POSITIVE,0.9867532253265381
1414,GIMLI,Oh! ,The Fellowship of the Ring ,4.0,1.0,POSITIVE,0.9987006187438965
1415,HALDIR," The dwarf     breathes so loud, we could have shot him in the dark. ",The Fellowship of the Ring ,69.0,13.0,POSITIVE,0.9752972722053528
1416,HALDIR,"Mae govannen, Legolas Thranduilion. ",The Fellowship of the Ring ,36.0,4.0,POSITIVE,0.763990581035614
1417,SAM,You never know. ,The Two Towers ,16.0,3.0,NEGATIVE,0.8529390692710876
1418,FRODO,Sam. My dear Sam. ,The Two Towers ,18.0,4.0,POSITIVE,0.9992862343788147
1419,SAM,"It's very special, that.It's the best salt in all the Shire. ",The Two Towers ,61.0,11.0,POSITIVE,0.9998706579208374
1420,FRODO,It is special. It's a little bit of home. ,The Two Towers ,42.0,9.0,POSITIVE,0.9996059536933899
1421,FRODO,We can't leave this here for someoneto follow us down. ,The Two Towers ,55.0,10.0,NEGATIVE,0.9971057772636414
1422,SAM,"Who's gonna follow us down hereMr. Frodo?It's a shame, really.Lady Galadriel gave me that.Real Elvish rope.    Well, there's nothing for it.It's one of my knots.Won't come free in a hurry. ",The Two Towers ,189.0,30.0,NEGATIVE,0.9975379705429077
1423,FRODO,Real Elvish rope. ,The Two Towers ,18.0,3.0,POSITIVE,0.993012011051178
1424,SAM,"Mordor. The one place in Middle-earthwe don't want to see any closer.And it's the one placewe're trying to get to.It's just where we can't get.    Let's face it, Mr. Frodo, we're lost.I don't think Gandalf meant for us tocome this way. ",The Two Towers ,236.0,41.0,NEGATIVE,0.9970146417617798
1425,FRODO,"He didn't mean for a lot of thingsto happen, Sam......but they did. ",The Two Towers ,68.0,12.0,POSITIVE,0.9892224073410034
1426,SAM,"Mr. Frodo?It's the Ring, isn't it? ",The Two Towers ,35.0,6.0,NEGATIVE,0.9863178730010986
1427,FRODO,It's getting heavier. ,The Two Towers ,22.0,3.0,NEGATIVE,0.9961440563201904
1428,FRODO,What food have we got left? ,The Two Towers ,28.0,6.0,NEGATIVE,0.9990832805633545
1429,SAM,"Let me see.Oh, yes. Lovely.Lembas bread. And look!More lembas bread. ",The Two Towers ,69.0,10.0,POSITIVE,0.9982851147651672
1430,SAM,"I don't usually hold with foreign food.....but this Elvish stuff, it's not bad. ",The Two Towers ,80.0,13.0,POSITIVE,0.9992695450782776
1431,FRODO,"Nothing ever dampens your spiritsdoes it, Sam? ",The Two Towers ,47.0,7.0,POSITIVE,0.9867008328437805
1432,BILBO,"My old sword, Sting , Here, take it, take it. ",The Fellowship of the Ring ,46.0,10.0,POSITIVE,0.8325227499008179
1433,FRODO,Its so light! ,The Fellowship of the Ring ,14.0,3.0,POSITIVE,0.9998500347137451
1434,BILBO,"Yes Yes , Made by the elves you know.  The blade glows blue     when orcs are close and its times like that my lad, when you have to be     extra careful.    Here's a pretty thing. , Mithril!    ,     as light as a feather and as hard as dragon scales.  Let me see you put     it on, go on. ",The Fellowship of the Ring ,291.0,58.0,POSITIVE,0.989994466304779
1435,BILBO," My my     old ring.  Well I should... very much like to hold it again, one last     time.  ",The Fellowship of the Ring ,92.0,17.0,POSITIVE,0.9934499859809875
1436,BILBO,"I'm sorry I brought this upon you my boy    , I'm sorry that you must carry this     burden , I'm sorry for everything ",The Fellowship of the Ring ,119.0,23.0,NEGATIVE,0.9981861710548401
1437,ELROND,"The Ringbearer is setting out on the quest of Mount Doom and     you who travel with him, , no oath nor bond is laid to go further than you will    , Farewell. Hold to     your purpose and may the blessings of elves , and men ,,     and all free folk , go with     you.  ",The Fellowship of the Ring ,271.0,54.0,POSITIVE,0.5826366543769836
1438,BOROMIR,You are no elf ,The Fellowship of the Ring ,15.0,4.0,POSITIVE,0.9572482109069824
1439,ARAGORN,Men of the South are welcome here ,The Fellowship of the Ring ,34.0,7.0,POSITIVE,0.9997279047966003
1440,BOROMIR, Who are you ? ,The Fellowship of the Ring ,15.0,4.0,NEGATIVE,0.9952167272567749
1441,ARAGORN,I'm a friend of Gandalf the Grey ,The Fellowship of the Ring ,33.0,7.0,POSITIVE,0.9987708926200867
1442,BOROMIR," Then we are here on a     common purpose , friend. ",The Fellowship of the Ring ,52.0,10.0,POSITIVE,0.9984583854675293
1443,BOROMIR,"The shards of Narsil ,  The blade that cut the Ring from     Sauron's hand , Ah! ,Its still sharp , but no more than a broken heirloom    ",The Fellowship of the Ring ,138.0,27.0,NEGATIVE,0.9941903352737427
1444,ARWEN,"Why do you fear the past.  You are Isildur's heir, not     Isildur himself.  You are not bound to his fate ",The Fellowship of the Ring ,107.0,20.0,NEGATIVE,0.986140251159668
1445,PIPPIN,"    He's not dead. HE'S NOT DEAD , NO! NO! He's not dead.  ",The Return of the King ,59.0,12.0,POSITIVE,0.7723720669746399
1446,DENETHOR,    Farewell Peregrin son of Paladin. ,The Return of the King ,38.0,5.0,NEGATIVE,0.9562121033668518
1447,PIPPIN,    NO! NO!  ,The Return of the King ,13.0,2.0,NEGATIVE,0.9968549013137817
1448,DENETHOR,"    I release you from my service. ,Go now and die and what way seems best to you.  ",The Return of the King ,84.0,17.0,POSITIVE,0.9970357418060303
1449,SOLDIER,"    Come on soldier, move it.  ",The Return of the King ,31.0,5.0,POSITIVE,0.9979604482650757
1450,SOLDIER,"    Hurry along there, hurry along. ",The Return of the King ,36.0,5.0,NEGATIVE,0.9983574748039246
1451,PIPPIN,"    Gandalf! , Where's     Gandalf? , GANDALF!     ",The Return of the King ,51.0,6.0,NEGATIVE,0.9466270208358765
1452,SNAGA,Just a mouthful......a bit of the flank. ,The Two Towers ,41.0,7.0,NEGATIVE,0.977616012096405
1453,UGLUK,Looks like meat's back on the menuboys. ,The Two Towers ,40.0,7.0,NEGATIVE,0.9977601766586304
1454,MERRY,Pippin.Let's go. ,The Two Towers ,17.0,2.0,POSITIVE,0.9986028075218201
1455,GRISHNAKH,Go on.Call for help. Squeal.No one's going to save you now.  ,The Two Towers ,61.0,11.0,NEGATIVE,0.999554455280304
1456,MERRY,Pippin! ,The Two Towers ,8.0,1.0,POSITIVE,0.9990719556808472
1457,PIPPIN,Aaaaaaaagh! ,The Two Towers ,12.0,1.0,NEGATIVE,0.9134414792060852
1458,LEGOLAS,A red sun rises.Blood has been spilled this night.,The Two Towers ,50.0,9.0,POSITIVE,0.9622613787651062
1459,ARAGORN,Riders of Rohan......what news from the Mark? ,The Two Towers ,46.0,7.0,NEGATIVE,0.9820098280906677
1460,EOMER,"What business does an Elf, a Manand a Dwarf have in the Riddermark?Speak quickly! ",The Two Towers ,82.0,14.0,NEGATIVE,0.9942512512207031
1461,GIMLI,"Give me your name, horse-masterand I shall give you mine. ",The Two Towers ,58.0,10.0,POSITIVE,0.9989197254180908
1462,EOMER,"I would cut off your head, Dwarf......if it stood but a little higherfrom the ground. ",The Two Towers ,86.0,15.0,NEGATIVE,0.9898348450660706
1463,LEGOLAS,You would die before your stroke fell. ,The Two Towers ,39.0,7.0,NEGATIVE,0.9446863532066345
